location,latitude,longitude,confirmed,dead,recovered,updated
"Presque Isle County, Michigan",45.5729299,-83.597821,2,0,None,2020-04-19 01:40:27.495960+00:00
Toyama,36.6958223,137.2137211,55,0,1,2020-04-19 01:22:46.561304+00:00
"Hancock County, Mississippi",30.3887582,-89.5120084,50,5,None,2020-04-19 01:40:27.495960+00:00
"Holmes County, Mississippi",33.168866,-90.0746767,58,4,0,2020-04-18 01:41:02.433592+00:00
"Hall County, Georgia",34.30778,-83.804868,607,6,0,2020-04-18 01:41:02.433592+00:00
"Sebastian County, Arkansas",35.2260397,-94.315422,11,0,None,2020-04-19 01:40:27.495960+00:00
"Haralson County, Georgia",33.8021715,-85.1900684,20,1,None,2020-04-19 01:40:27.495960+00:00
"McDuffie County, Georgia",33.5258626,-82.5185837,37,2,0,2020-04-18 01:41:02.433592+00:00
"Ford County, Kansas",37.6540069,-99.8124935,107,0,0,2020-04-18 01:41:02.433592+00:00
"Jefferson Davis County, Mississippi",31.5825281,-89.8130356,8,1,None,2020-04-19 01:40:27.495960+00:00
"Glynn County, Georgia",31.2624169,-81.6035062,48,0,0,2020-04-18 01:41:02.433592+00:00
"Jasper County, Georgia",33.3246924,-83.7199136,14,0,None,2020-04-19 01:40:27.495960+00:00
"Maui County, Hawaii",20.7983626,-156.3319253,104,3,0,2020-04-18 01:41:02.433592+00:00
"Jerome County, Idaho",42.712818,-114.3287857,44,2,None,2020-04-19 01:40:27.495960+00:00
"Nicholas County, Kentucky",38.3767625,-84.059029,1,0,None,2020-04-19 01:40:27.495960+00:00
"Lanier County, Georgia",31.0291269,-83.0361376,6,1,None,2020-04-19 01:40:27.495960+00:00
"De Soto County, Louisiana",32.0310567,-93.6623239,152,8,0,2020-04-18 01:41:02.433592+00:00
"Box Butte County, Nebraska",42.1911471,-103.0817903,1,0,None,2020-04-19 01:40:27.495960+00:00
"Bergen County, New Jersey",40.9262762,-74.07701,12163,741,0,2020-04-18 01:41:02.433592+00:00
Rhein-Neckar-Kreis,49.3162084,8.7871347,806,23,None,2020-04-18 00:00:00+00:00
Wakayama,34.2303678,135.1707405,40,1,17,2020-04-19 01:22:46.561304+00:00
"Broadwater County, Montana",46.2693726,-111.4519716,4,0,None,2020-04-19 01:40:27.495960+00:00
"Fairfax County, Virginia",38.9085472,-77.2405153,1633,37,0,2020-04-18 01:41:02.433592+00:00
"Fairfax City County, Virginia",38.8462236,-77.3063733,3,0,0,2020-04-18 01:41:02.433592+00:00
Liguria,44.41149315,8.9326992,6301,897,1992,2020-04-19 01:41:41.830320+00:00
"Merrick County, Nebraska",41.2031926,-98.0028892,6,0,None,2020-04-17 01:40:29.788163+00:00
"Hopkins County, Kentucky",37.3153093,-87.5791287,116,9,None,2020-04-17 01:40:29.788163+00:00
"Douglas County, Washington",47.7790617,-119.7474606,34,1,0,2020-04-18 01:41:02.433592+00:00
"Craven County, North Carolina",35.0877672,-77.0564464,33,1,None,2020-04-19 01:40:27.495960+00:00
"Chesterfield County, Virginia",37.3673217,-77.6077865,310,0,0,2020-04-18 01:41:02.433592+00:00
"Ontario County, New York",42.8509838,-77.2864879,69,0,0,2020-04-18 01:41:02.433592+00:00
"Multnomah County, Oregon",45.5145659,-122.5863211,493,28,0,2020-04-18 01:41:02.433592+00:00
"New Madrid County, Missouri",36.5227538,-89.7755338,8,0,None,2020-04-19 01:40:27.495960+00:00
"Robeson County, North Carolina",34.6383858,-79.1096901,22,2,0,2020-04-18 01:41:02.433592+00:00
"Randolph County, Arkansas",36.3457918,-90.9820668,11,0,0,2020-04-18 01:41:02.433592+00:00
"Richland County, North Dakota",46.1546779,-96.8958656,5,0,None,2020-04-17 01:40:29.788163+00:00
"DeWitt County, Texas",29.1235194,-97.3516558,13,0,0,2020-04-18 01:41:02.433592+00:00
"Cumberland County, New Jersey",39.2587106,-75.0611147,272,4,0,2020-04-18 01:41:02.433592+00:00
"Jefferson County, Oklahoma",34.1672949,-97.87216,1,0,None,2020-04-19 01:40:27.495960+00:00
"Fulton County, New York",43.1118737,-74.4994517,27,2,None,2020-04-19 01:40:27.495960+00:00
"Monroe County, West Virginia",37.5601958,-80.5882803,2,0,None,2020-04-19 01:40:27.495960+00:00
"Perquimans County, North Carolina",36.1329763,-76.4100267,8,0,None,2020-04-19 01:40:27.495960+00:00
"Burleigh County, North Dakota",47.0448552,-100.5049676,61,0,0,2020-04-18 01:41:02.433592+00:00
"Canadian County, Oklahoma",35.5593784,-98.0465185,69,3,None,2020-04-17 01:40:29.788163+00:00
"Charleston County, South Carolina",32.7956561,-79.7848422,385,3,None,2020-04-19 01:40:27.495960+00:00
"DeKalb County, Tennessee",35.9728357,-85.80766,10,0,None,2020-04-19 01:40:27.495960+00:00
"Gonzales County, Texas",29.4834878,-97.5247243,2,0,None,2020-04-19 01:40:27.495960+00:00
Puglia,41.12559576,16.86736689,3409,314,401,2020-04-19 01:41:41.884443+00:00
"Washington County, Utah",37.3224877,-113.4776098,77,1,0,2020-04-18 01:41:02.433592+00:00
"Dane County, Wisconsin",43.0186073,-89.5497632,358,17,0,2020-04-18 01:41:02.433592+00:00
"Washington County, Vermont",44.1986663,-72.6972529,31,1,0,2020-04-18 01:41:02.433592+00:00
"Marathon County, Wisconsin",44.850452,-89.8505012,17,1,0,2020-04-18 01:41:02.433592+00:00
Rhône,45.6402905,5.6864994,2963,390,1358,2020-04-19 01:41:44.270562+00:00
Tübingen,48.5216364,9.0576448,1157,32,None,2020-04-18 00:00:00+00:00
Morelos,18.6813049,-99.1013498,73,10,4,2020-04-19 01:41:33.955426+00:00
Pfaffenhofen a.d.Ilm,48.5274509,11.5124179,304,14,None,2020-04-18 00:00:00+00:00
Kaiserslautern,49.4400657,7.7491265,196,1,None,2020-04-18 00:00:00+00:00
Oldenburg,53.1434501,8.2145521,341,9,None,2020-04-18 00:00:00+00:00
La Rioja,42.2870733,-2.539603,3648,272,1777,2020-04-19 01:22:11.577241+00:00
Bad Dürkheim,49.4598369,8.1654232,287,6,None,2020-04-18 00:00:00+00:00
"Boyle County, Kentucky",37.6526034,-84.8150781,14,0,None,2020-04-17 01:40:29.788163+00:00
"Green County, Kentucky",37.2570117,-85.56121,1,0,None,2020-04-19 01:40:27.495960+00:00
"Belknap County, New Hampshire",43.5024246,-71.4073938,25,0,None,2020-04-19 01:40:27.495960+00:00
"Schenectady County, New York",42.8493445,-73.9830029,295,14,0,2020-04-18 01:41:02.433592+00:00
"Ashe County, North Carolina",36.4339674,-81.4718387,4,0,None,2020-04-19 01:40:27.495960+00:00
"Bertie County, North Carolina",36.0245185,-76.964306,20,1,0,2020-04-18 01:41:02.433592+00:00
"Culpeper County, Virginia",38.491821,-77.973865,39,0,0,2020-04-18 01:41:02.433592+00:00
Olímpia,-20.7371116,-48.9110606,4,0,None,2020-04-19 01:22:25.037388+00:00
"Shelby County, Kentucky",38.1778076,-85.2308414,23,2,0,2020-04-18 01:41:02.433592+00:00
São Francisco do Conde,-12.658306,-38.6320086,2,0,None,2020-04-19 01:22:28.560517+00:00
Alto Paraíso,-14.1366085,-47.5188629,1,0,None,2020-04-18 02:42:11.316839+00:00
Cantagalo,-21.9802716,-42.3625761,1,0,None,2020-04-19 01:22:17.521526+00:00
"Cleveland County, Oklahoma",35.254964,-97.3516558,306,21,None,2020-04-17 01:40:29.788163+00:00
São Cristóvão,-11.0119289,-37.2074411,1,0,None,2020-04-19 01:22:28.490472+00:00
Al Lith,20.1405331,40.2782239,2,0,0,2020-04-19 01:22:50.653852+00:00
Konya,37.8746429,32.4931554,584,7,None,2020-04-19 01:22:49.612328+00:00
Ludhiana,30.900965,75.8572758,15,4,1,2020-04-19 01:22:55.282861+00:00
"Randolph County, Georgia",31.7913398,-84.6897495,141,12,0,2020-04-18 01:41:02.433592+00:00
Namakkal,11.2188958,78.1673575,50,0,None,2020-04-19 01:22:53.285269+00:00
"Saline County, Kansas",38.8174853,-97.6982272,15,2,None,2020-04-19 01:40:27.495960+00:00
"Champaign County, Ohio",40.1025817,-83.804868,7,1,0,2020-04-18 01:41:02.433592+00:00
Caçapava,-23.0996965,-45.7080824,8,0,None,2020-04-19 01:22:18.116389+00:00
Fazenda Rio Grande,-25.6636458,-49.3075989,5,0,None,2020-04-19 01:22:19.248304+00:00
Guararema,-23.4128592,-46.0350319,2,0,None,2020-04-19 01:22:19.965563+00:00
Ipaporanga,-24.5859286,-48.5944928,1,0,None,2020-04-19 01:22:21.961946+00:00
Uberlândia,-18.9127534,-48.275484,67,4,None,2020-04-19 01:22:30.087751+00:00
Donetsk Oblast,48.015883,37.80285,14,1,6,2020-04-19 01:22:48.763290+00:00
"Greenville County, South Carolina",34.9297484,-82.345189,486,11,0,2020-04-18 01:41:02.433592+00:00
"Oakland County, Michigan",42.5921924,-83.336188,6021,458,0,2020-04-18 01:41:02.433592+00:00
"Macon County, Tennessee",36.4983882,-85.971322,46,7,None,2020-04-17 01:40:29.788163+00:00
"Marion County, Tennessee",35.0928512,-85.643487,28,1,None,2020-04-19 01:40:27.495960+00:00
Chiapas,16.7569318,-93.1292353,58,3,2,2020-04-19 01:41:33.988921+00:00
Quatipuru,-0.8961737,-47.0054309,1,0,None,2020-04-19 01:22:26.566942+00:00
"Crow Wing County, Minnesota",46.5957987,-94.1401699,17,0,None,2020-04-19 01:40:27.495960+00:00
Oaxaca,17.0731842,-96.7265889,56,5,9,2020-04-19 01:41:34.014414+00:00
Pilar do Sul,-23.8103422,-47.7238641,3,0,None,2020-04-19 01:22:25.883563+00:00
Bilecik,40.142573,29.97933,5,None,None,2020-04-19 01:22:49.201241+00:00
São Miguel do Gostoso,-5.1957184,-35.7100589,1,0,None,2020-04-19 01:22:29.102271+00:00
Jeonnam,34.8679,126.991,15,0,4,2020-04-19 01:22:47.758064+00:00
Muğla,37.1835819,28.4863963,43,None,None,2020-04-19 01:22:49.682363+00:00
Khafji,28.4256618,48.4887224,15,0,0,2020-04-19 01:22:50.283887+00:00
Al Duwadimi,24.5167005,44.4181786,1,0,0,2020-04-19 01:22:50.325868+00:00
"Marshall County, Kentucky",36.8573767,-88.4016041,12,0,None,2020-04-19 01:40:27.495960+00:00
"Beaufort County, South Carolina",32.2860396,-80.7214417,220,6,0,2020-04-18 01:41:02.433592+00:00
"Giles County, Tennessee",35.0894745,-86.9824288,5,0,None,2020-04-19 01:40:27.495960+00:00
Piracuruca,-3.9312362,-41.708829,4,1,None,2020-04-19 01:22:25.981549+00:00
Ribeirão das Neves,-19.7619024,-44.0853572,2,0,None,2020-04-19 01:22:26.822883+00:00
Quiterianópolis,-5.8455954,-40.7037282,1,0,None,2020-04-19 01:22:26.652803+00:00
Silvânia,-16.6680815,-48.6132824,1,0,None,2020-04-19 01:22:28.215164+00:00
Salgueiro,-8.0725066,-39.1268089,6,0,None,2020-04-19 01:22:27.186343+00:00
Krasnodar Krai,45.6415289,39.7055977,290,3,48,2020-04-17 17:22:52.765956+00:00
Mardin,37.312903,40.733951,34,None,None,2020-04-19 01:22:49.658825+00:00
Valparaíso de Goiás,-16.0663414,-47.9845465,6,1,None,2020-04-19 01:22:30.304749+00:00
Khmelnytskyi Oblast,49.422983,26.9871331,41,2,4,2020-04-19 01:22:48.962179+00:00
Tokushima,34.0703652,134.5549537,3,0,3,2020-04-19 01:22:46.561304+00:00
Denizli,37.7830159,29.0963328,81,None,None,2020-04-19 01:22:49.300675+00:00
Unayzah,26.090731,43.9875457,4,0,0,2020-04-19 01:22:50.493729+00:00
"Lincoln County, Tennessee",35.1239397,-86.6207943,9,0,None,2020-04-19 01:40:27.495960+00:00
"McNairy County, Tennessee",35.1183208,-88.556531,9,0,None,2020-04-19 01:40:27.495960+00:00
"Randall County, Texas",34.9020377,-101.7979613,97,3,0,2020-04-18 01:41:02.433592+00:00
Salto de Pirapora,-23.6443472,-47.5720968,6,0,None,2020-04-19 01:22:27.220800+00:00
Siderópolis,-28.5960038,-49.4319132,7,0,None,2020-04-19 01:22:28.176654+00:00
Guanajuato,21.0190145,-101.2573586,113,7,26,2020-04-19 01:41:33.865457+00:00
Illizi,26.5094346,8.4732718,2,0,0,2020-04-19 01:41:35.026036+00:00
Constantine,41.8411603,-85.6686026,58,9,0,2020-04-19 01:41:34.936007+00:00
Sint Anthonis,51.6271613,5.8851934,19,None,None,2020-04-19 01:41:40.676410+00:00
Moscow Oblast,55.340396,38.2917651,3526,40,105,2020-04-17 17:22:52.684213+00:00
Oita,33.2396084,131.6095148,45,0,10,2020-04-19 01:22:46.561304+00:00
Trichy,10.7904833,78.7046725,46,0,None,2020-04-19 01:22:53.296033+00:00
Lipetsk Oblast,52.5264702,39.2032269,108,0,29,2020-04-17 17:22:53.126855+00:00
Omsk Oblast,55.0554669,73.3167342,26,0,9,2020-04-17 17:22:53.489541+00:00
Kemerovo Oblast,54.7574648,87.4055288,22,0,5,2020-04-17 17:22:53.500623+00:00
Saratov Oblast,51.8369263,46.7539397,87,0,13,2020-04-17 17:22:53.192663+00:00
Kamchatka Krai,61.4343981,166.7884131,29,0,2,2020-04-17 17:22:53.478749+00:00
Amur Oblast,54.6035065,127.4801721,11,0,3,2020-04-17 17:22:53.578480+00:00
Lagarto,-10.9195816,-37.6734334,1,0,None,2020-04-19 01:22:23.271029+00:00
Chungnam,36.5184,126.8,138,0,105,2020-04-19 01:22:47.735467+00:00
"Gallatin County, Kentucky",38.7295069,-84.8776392,1,0,None,2020-04-19 01:40:27.495960+00:00
Guerrero,17.4391926,-99.5450974,110,11,4,2020-04-19 01:41:33.875924+00:00
Esfahan,32.6538966,51.6659656,1979,None,None,2020-04-19 01:22:51.610257+00:00
Miyazaki,31.9077285,131.4202196,17,0,3,2020-04-19 01:22:46.561304+00:00
San Luis Potosí,22.1564699,-100.9855409,58,4,23,2020-04-19 01:41:34.002342+00:00
Osaka,34.6937249,135.5022535,894,5,147,2020-04-19 01:22:46.561304+00:00
Kiev,50.4501,30.5234,770,14,32,2020-04-19 01:22:48.819917+00:00
"Leflore County, Mississippi",33.5274427,-90.3748354,75,6,0,2020-04-18 01:41:02.433592+00:00
Kharkiv Oblast,49.9935,36.230383,62,1,2,2020-04-19 01:22:48.939644+00:00
Adana,36.9914194,35.3308285,197,3,None,2020-04-19 01:22:49.029489+00:00
Aksaray,38.368626,34.0297,4,None,None,2020-04-19 01:22:49.076131+00:00
Ahad Rafidah,18.1952012,42.8205113,4,0,0,2020-04-19 01:22:50.399168+00:00
Bursa,40.1885281,29.0609636,135,None,None,2020-04-19 01:22:49.256730+00:00
İstanbul,41.0082376,28.9783589,8852,117,None,2020-04-19 01:22:49.467017+00:00
Erzincan,39.746797,39.491124,17,None,None,2020-04-19 01:22:49.354941+00:00
Gaziantep,37.065953,37.37811,37,None,None,2020-04-19 01:22:49.388949+00:00
Hakkari,37.577427,43.736782,2,None,None,2020-04-19 01:22:49.423429+00:00
Kırıkkale,39.8397835,33.5088782,22,None,None,2020-04-19 01:22:49.555555+00:00
Al Ula,26.5502644,37.9678652,1,0,0,2020-04-19 01:22:50.462321+00:00
Kastamonu,41.376625,33.776497,13,None,None,2020-04-19 01:22:49.533263+00:00
Kocaeli,40.8532704,29.8815203,410,8,None,2020-04-19 01:22:49.600456+00:00
Mersin,36.8121041,34.6414811,9,None,None,2020-04-19 01:22:49.671332+00:00
Nairyah,27.4703685,48.4855167,1,0,1,2020-04-19 01:22:50.197726+00:00
Sétif,36.1969027,5.4150871,107,9,2,2020-04-19 01:41:34.862720+00:00
El Bayadh,33.6581387,1.0203224,1,0,0,2020-04-19 01:41:35.013549+00:00
Thrissur,10.5276416,76.2144349,13,0,12,2020-04-19 01:22:56.546446+00:00
Al Muwayh,22.74176,41.589691,4,0,0,2020-04-19 01:22:50.631818+00:00
"DeSoto County, Mississippi",34.9065453,-89.9626799,220,3,0,2020-04-18 01:41:02.433592+00:00
Adham,20.4225463,40.8626904,1,0,0,2020-04-19 01:22:50.642734+00:00
"Pike County, Mississippi",31.1704959,-90.3748354,97,2,0,2020-04-18 01:41:02.433592+00:00
Razavi Khorasan,35.1020253,59.1041758,858,None,None,2020-04-19 01:22:51.808353+00:00
Ranipet,12.9487403,79.318978,39,0,None,2020-04-19 01:22:53.364269+00:00
Kermanshah,34.3276924,47.0777685,243,None,None,2020-04-19 01:22:51.775159+00:00
Nagapattinam,10.7672313,79.8448512,40,0,None,2020-04-19 01:22:53.352797+00:00
"Sherman County, Kansas",39.2982189,-101.7979613,1,0,None,2020-04-19 01:40:27.495960+00:00
"Reeves County, Texas",31.4307975,-103.7289167,2,0,0,2020-04-18 01:41:02.433592+00:00
Osmaniye,37.0746279,36.2464002,31,None,None,2020-04-19 01:22:49.742210+00:00
"Washington County, Mississippi",33.3001466,-90.9438468,70,3,0,2020-04-18 01:41:02.433592+00:00
Itabaianinha,-11.2750411,-37.7879303,2,0,None,2020-04-19 01:22:22.120257+00:00
Theni,10.0103658,77.4768115,43,1,None,2020-04-19 01:22:53.330919+00:00
"Sunflower County, Mississippi",33.526164,-90.6773046,46,2,0,2020-04-18 01:41:02.433592+00:00
Ağrı,39.719074,43.050591,29,None,None,2020-04-19 01:22:49.065089+00:00
Kanagawa,35.4913535,139.284143,571,12,55,2020-04-19 01:22:46.561304+00:00
Miranda,-20.2547154,-56.3808974,1,0,None,2020-04-19 01:22:24.264892+00:00
Kumamoto,32.8032164,130.7079369,30,0,5,2020-04-19 01:22:46.561304+00:00
Lviv Oblast,49.839683,24.029717,221,8,11,2020-04-19 01:22:48.853362+00:00
Gyeonggi,37.4138,127.5183,615,11,269,2020-04-19 01:22:47.702726+00:00
Jeju,33.4890113,126.4983023,12,0,4,2020-04-19 01:22:47.790382+00:00
Gifu,35.4234226,136.7606217,127,1,5,2020-04-19 01:22:46.561304+00:00
"Robertson County, Texas",31.0080004,-96.4929797,2,0,None,2020-04-19 01:40:27.495960+00:00
Samsun,41.2797031,36.3360667,112,None,None,2020-04-19 01:22:49.776456+00:00
Zhytomyr Oblast,50.25465,28.6586669,197,4,1,2020-04-19 01:22:48.774506+00:00
Tver Oblast,57.0021654,33.9853142,188,0,9,2020-04-17 17:22:52.845134+00:00
Antalya,36.8968908,30.7133233,95,None,None,2020-04-19 01:22:49.110314+00:00
Diyarbakır,37.9249733,40.2109826,26,None,None,2020-04-19 01:22:49.311149+00:00
Batman,37.8895167,41.1292832,7,None,None,2020-04-19 01:22:49.178668+00:00
Çorum,40.5499256,34.9537242,29,None,None,2020-04-19 01:22:49.290059+00:00
Garibaldi,-29.2575728,-51.5231114,3,0,None,2020-04-19 01:22:19.557811+00:00
Kabardino-Balkaria,43.3932469,43.5628498,92,0,3,2020-04-17 17:22:53.170965+00:00
Fukuoka,33.5901838,130.4016888,407,3,7,2020-04-19 01:22:46.561304+00:00
Fukui,36.0641386,136.219623,92,2,7,2020-04-19 01:22:46.561304+00:00
Chernihiv Oblast,51.4982,31.2893499,12,1,3,2020-04-19 01:22:48.994239+00:00
Artvin,41.180937,41.820819,15,None,None,2020-04-19 01:22:49.132781+00:00
Saint Petersburg,59.9310584,30.3609096,1507,7,131,2020-04-17 17:22:52.698713+00:00
Dagestan,42.1431886,47.0949799,213,9,9,2020-04-17 17:22:52.799853+00:00
Bashkortostan,56.2439737,56.2542593,213,8,14,2020-04-17 17:22:52.811104+00:00
Ivanovo Oblast,57.1056854,41.4830084,149,0,10,2020-04-17 17:22:52.911075+00:00
Smolensk Oblast,54.9882994,32.6677378,139,2,1,2020-04-17 17:22:52.970188+00:00
Pskov Oblast,56.7708599,29.094009,37,4,8,2020-04-17 17:22:53.445842+00:00
Mari El,56.438457,47.9607758,179,1,24,2020-04-17 17:22:52.878199+00:00
Volgograd Oblast,49.7604522,45.0,62,0,7,2020-04-17 17:22:53.314334+00:00
Khanty-Mansi Autonomous Okrug,62.2287062,70.6410057,128,0,15,2020-04-17 17:22:53.030302+00:00
Vellore,12.9165167,79.1324986,22,1,None,2020-04-19 01:22:53.420709+00:00
Republic of Karelia,63.1558702,32.9905552,9,0,0,2020-04-17 17:22:53.589176+00:00
Kostroma Oblast,58.5501069,43.9541102,47,2,7,2020-04-17 17:22:53.402446+00:00
Zabaykalsky Krai,53.0928771,116.9676561,30,0,1,2020-04-17 17:22:53.467902+00:00
Bartın,41.637602,32.333811,8,None,None,2020-04-19 01:22:49.166665+00:00
Edirne,41.6771297,26.5557145,89,None,None,2020-04-19 01:22:49.332885+00:00
Baghpat,28.9427827,77.227607,15,0,0,2020-04-19 01:22:54.542654+00:00
Bayburt,40.26032,40.228048,18,None,None,2020-04-19 01:22:49.189968+00:00
"Calhoun County, Alabama",33.7701576,-85.80766,66,2,0,2020-04-18 01:41:02.433592+00:00
"Brevard County, Florida",28.263933,-80.7214417,210,7,0,2020-04-18 01:41:02.433592+00:00
"Early County, Georgia",31.3901106,-84.8984775,165,8,0,2020-04-18 01:41:02.433592+00:00
Delta,5.7040308,5.9339181,4,1,None,2020-04-19 01:41:35.593100+00:00
Frei Miguelinho,-7.9395933,-35.9116066,2,0,None,2020-04-19 01:22:19.491232+00:00
Mucajaí,2.4444063,-60.9203557,1,0,None,2020-04-19 01:22:24.558639+00:00
Gunma,36.5605388,138.8799972,90,1,5,2020-04-19 01:22:46.561304+00:00
Kagoshima,31.5968539,130.5571392,4,0,0,2020-04-19 01:22:46.561304+00:00
Sejong,37.5502596,127.073139,46,0,20,2020-04-19 01:22:47.692236+00:00
Ivano-Frankivsk Oblast,48.922633,24.711117,462,36,27,2020-04-19 01:22:48.808657+00:00
Amasya,40.656455,35.837347,24,None,None,2020-04-19 01:22:49.087098+00:00
Ankara,39.9333635,32.8597419,712,7,None,2020-04-19 01:22:49.098641+00:00
"Navarro County, Texas",32.0991878,-96.4929797,20,2,None,2020-04-19 01:40:27.495960+00:00
Al Wajh,26.2366058,36.4688958,1,0,0,2020-04-19 01:22:50.409328+00:00
Rorainópolis,0.2619011,-60.9540073,1,0,None,2020-04-19 01:22:27.143038+00:00
South Salmara- Mankachar,25.5354761,89.8622017,1,0,0,2020-04-19 01:22:58.471103+00:00
Muzaffarnagar,29.4726817,77.7085091,4,0,0,2020-04-19 01:22:54.737780+00:00
Sambhal,28.5903614,78.5717631,6,0,0,2020-04-19 01:22:54.770495+00:00
Uşak,38.6742286,29.4058825,38,None,None,2020-04-19 01:22:49.887112+00:00
Kanyakumari,8.0883064,77.5384507,16,0,None,2020-04-19 01:22:53.478163+00:00
Sindhudurg,16.3492193,73.5594128,1,0,1,2020-04-19 01:22:56.302814+00:00
"Harvey County, Kansas",38.0025215,-97.3516558,5,0,None,2020-04-19 01:40:27.495960+00:00
Apeldoorn,52.211157,5.9699231,43,None,None,2020-04-19 01:41:37.936579+00:00
"Ohio County, Kentucky",37.5108523,-86.8220341,13,0,0,2020-04-18 01:41:02.433592+00:00
"Rockwall County, Texas",32.8721646,-96.365157,39,0,0,2020-04-18 01:41:02.433592+00:00
Kwara,8.9668961,4.3874051,9,None,2,2020-04-19 01:41:35.538423+00:00
Al Qunfudhah,19.1281398,41.0787392,9,0,1,2020-04-19 01:22:50.251262+00:00
Jubail,26.9597709,49.5687416,46,1,1,2020-04-19 01:22:50.272927+00:00
Sharorah,17.4850321,47.1167237,5,0,2,2020-04-19 01:22:50.451724+00:00
Sabt Al Alayah,19.5718194,41.9692387,4,0,0,2020-04-19 01:22:50.524764+00:00
Duba,27.3457474,35.7243073,1,0,0,2020-04-19 01:22:50.419553+00:00
Shamli,29.4501986,77.3172046,22,0,1,2020-04-19 01:22:54.792242+00:00
Kapurthala,31.3722571,75.4017654,2,0,0,2020-04-19 01:22:55.271317+00:00
Nilgiris,11.4916043,76.7336521,9,0,None,2020-04-19 01:22:53.532585+00:00
Kottayam,9.5915668,76.5221531,3,0,3,2020-04-19 01:22:56.622276+00:00
Semnan,35.2255585,54.4342138,645,None,None,2020-04-19 01:22:51.578901+00:00
Jalandhar,31.3260152,75.5761829,41,2,4,2020-04-19 01:22:55.260124+00:00
Golestan,37.2898123,55.1375834,391,None,None,2020-04-19 01:22:51.589005+00:00
Fars,29.1043813,53.045893,505,None,None,2020-04-19 01:22:51.620893+00:00
Erode,11.3410364,77.7171642,70,1,None,2020-04-19 01:22:53.240258+00:00
Madurai,9.9252007,78.1197754,44,0,None,2020-04-19 01:22:53.319739+00:00
Sangli,16.8523973,74.5814773,26,0,25,2020-04-19 01:22:56.100003+00:00
Villupuram,11.9401378,79.4861449,26,2,None,2020-04-19 01:22:53.398026+00:00
Moradabad,28.8386481,78.7733286,37,2,1,2020-04-19 01:22:54.726871+00:00
Dhule,20.9042201,74.7748979,1,1,0,2020-04-19 01:22:56.257606+00:00
Rupnagar,30.9661003,76.5230961,3,1,0,2020-04-19 01:22:55.371356+00:00
Virudhunagar,9.5680116,77.9624435,17,0,None,2020-04-19 01:22:53.453541+00:00
Banda,25.4762689,80.3395498,2,0,0,2020-04-19 01:22:54.553443+00:00
Jaunpur,25.7464145,82.6837033,4,0,0,2020-04-19 01:22:54.640760+00:00
Bengaluru Rural,13.2846993,77.6077865,12,0,1,2020-04-19 01:22:57.506444+00:00
Lakhimpur Kheri,27.9462395,80.7787163,3,0,4,2020-04-19 01:22:54.672979+00:00
Chandrapur,19.9615398,79.2961468,3,0,0,2020-04-19 01:22:56.204636+00:00
Parbhani,19.2608384,76.774776,1,0,0,2020-04-19 01:22:56.291901+00:00
Palakkad,10.7867303,76.6547932,8,0,6,2020-04-19 01:22:56.557712+00:00
Ballari,15.1393932,76.9214428,13,0,0,2020-04-19 01:22:57.416521+00:00
Belagavi,15.8496953,74.4976741,42,1,0,2020-04-19 01:22:57.495212+00:00
Dharwad,15.4589236,75.007808,7,0,1,2020-04-19 01:22:57.449303+00:00
Kodagu,12.3374942,75.8069082,1,0,1,2020-04-19 01:22:57.460817+00:00
Mandya,12.5218157,76.8951488,12,0,0,2020-04-19 01:22:57.528839+00:00
Aravalli,25.2234975,73.7477857,1,1,0,2020-04-19 01:22:57.778458+00:00
Primavera,-0.9587731,-47.1167237,1,0,None,2020-04-19 01:22:26.498755+00:00
Diriyah,24.7481198,46.5363345,7,0,0,2020-04-19 01:22:50.441479+00:00
Thanjavur,10.7869994,79.1378274,36,0,None,2020-04-19 01:22:53.375228+00:00
Bagalkote,16.1691096,75.6615029,21,1,0,2020-04-19 01:22:57.484087+00:00
Nord,50.3851246,3.2642436,2233,355,955,2020-04-19 01:41:44.254672+00:00
"Haskell County, Oklahoma",35.2393825,-95.1015225,1,0,None,2020-04-17 01:40:29.788163+00:00
"Beadle County, South Dakota",44.4797351,-98.2212979,21,1,None,2020-04-19 01:40:27.495960+00:00
"Menominee County, Michigan",45.4995277,-87.5746277,1,0,None,2020-04-19 01:40:27.495960+00:00
"Jackson County (including other portions of Kansas City), Missouri",39.0992246,-94.57804,668,21,None,2020-04-19 01:40:27.495960+00:00
"Lee County, Illinois",41.6789842,-89.3226954,17,0,None,2020-04-19 01:40:27.495960+00:00
"Lake County, Florida",28.702847,-81.7787021,203,6,0,2020-04-18 01:41:02.433592+00:00
"Tattnall County, Georgia",32.0634576,-82.0842901,5,0,None,2020-04-19 01:40:27.495960+00:00
"Jefferson Davis County, Louisiana",30.2672346,-92.8178291,53,5,0,2020-04-18 01:41:02.433592+00:00
Campo Maior,-4.8220831,-42.1644994,2,0,None,2020-04-19 01:22:17.293899+00:00
"Chesapeake County, Virginia",36.7682088,-76.2874927,154,4,0,2020-04-18 01:41:02.433592+00:00
"Sabine Parish, Louisiana",31.4893252,-93.5003454,13,0,None,2020-04-19 01:40:27.495960+00:00
Purba Medinipur,21.9372879,87.7763333,7,0,0,2020-04-19 01:22:53.918021+00:00
Ekiti,7.7189862,5.3109505,4,None,2,2020-04-19 01:41:35.603986+00:00
